content,score,label,dominant_topic,topic_probability,topic_keywords,lda_tokens
"Aplikasinya mudah dipahami dan digunakan, memberikan edukasi yg baik kepada saya sebagai pemula dan memberikan laporan yg jelas, sehingga saya merasa aman dgn inventasi saya di Aplikasi Stockbit...👍",5,positive,0,0.3671,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasinya_mudah_dipahami edukasi pemula laporan sehinga aman inventasi aplikasi stockbit
"Proses verifikasinya lama banget. Udah ditanya di chat live support, pernyataannya sama terus dan ga diproses-proses",1,negative,1,0.4232,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",proses verifikasinya banget chat_live suport pernyatanya diprosesproses
"Aplikasi error di saat jam bursa , harusnya untung malah jadi rugi. Diperbaiki ya kinerjanya. Kalah di telp atau di wa yang fast respons. Jangan kelamaan",1,negative,3,0.3487,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",aplikasi eror jam_bursa untung rugi diperbaiki kinerjanya kalah telepon whatsapp fast respons kelaman
untuk saran saya biar transfer tidak beda bank dan cepat diproses lebih baik menggunakan bank rdn yang disarankan pihak stockbit agar jadi lebih mudah dicek jika uang belum masuk.,5,positive,3,0.3356,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",saran biar transfer beda bank cepat diproses bank_rdn disarankan stockbit mudah dicek uang masuk
"Fitur lumayan lengkap, hanya saja belum tersedia trailing stop dan program affiliasi dan penarikan dana ke bank BCA yg masih lama, .. Kalau sdh ada 2 fitur tsb dan penarikan dana masuk ke bank kurang dari 24jam, baru bisa masuk aplikasi star 5.",4,positive,1,0.2468,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",fitur lumayan lengkap tersedia trailing_stop program afiliasi penarikan_dana bank_bca fitur penarikan_dana masuk bank jam masuk aplikasi star
Sudah berapa kali saya melakukan verifikasi kok nggak bisa bisa tulisan nya cuma gini Ada data yang perlu kamu perbaiki sebelum bisa mulai investasi.,2,negative,0,0.2642,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",kali verifikasi tulisan data perbaiki investasi
"Pikir2 deh kalau trading pakai stockbit, server masih sering gangguan.. belum siap digunakan ini.. rugi gara2 telat jual karena server gangguan itu fatal sekali..",1,negative,6,0.2553,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",pikir deh trading pakai stockbit server ganguan rugi_gara telat jual server ganguan fatal
"Aplikasi bagus, minta tolong untuk berikan menu laporan keuangan yg real time untuk keperluan pajak seperti aplikasi sebelah (ipot).",5,positive,0,0.3077,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi bagus tolong menu laporan_keuangan real keperluan pajak aplikasi sebelah ipot
Bagus untuk akun virtualnya sangat membantu yang masih pemula. Cuma sedikit saran saya harap ada notifikasi ketika saham yang dibeli naik atau turun lebih dari 5%. Asli sih puas pake SB. Buat SB kinerjanya jangan sampai turun ya👍,5,positive,3,0.3812,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",bagus akun_virtualnya membantu_pemula saran harap notifikasi saham dibeli turun asli sih puas pakai stockbit stockbit kinerjanya turun
"Withdraw sudah 7 hari diproses , dituliskan withdraw success , tapi belum masuk hingga sekarang . Kredibilitas untuk platform stockbit kemana ya untuk penggunanya .. platform lain menit itu cair loh . Disclaimer : Ulasan ini tidak di izinkan untuk dihapus , karena saya memiliki pengalaman dan bukti bukti cukup sesuai fakta yang saya alami ..",1,negative,1,0.3421,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",withdraw diproses dituliskan withdraw suces masuk kredibilitas platform stockbit kemana pengunanya platform menit cair loh disclaimer ulasan izinkan dihapus memiliki pengalaman bukti bukti sesuai fakta alami
"Daria sekian olt yg pernah saya coba secara UI dan UX sya punya 10lebih rd dan sebagian sya tinggalin karena sakit mata dengan UI dan UX mereka , cuman stockbit yg paling bagus dan yang saya pake",5,positive,1,0.3425,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",daria sekian olt coba user interface_user experience tinggalkan sakit mata user interface_user experience stockbit bagus pakai
"Saya ksh bintang 3 dulu yah.krna msh ada kekurangan nya yg per 1 kurang nya ada call center via by phone utk aplikasi stok bit,ke 2,kurang realtime trafik bursa nya,yg ke 3 tolong maintance jgn di jam aktif bursa kan bsa hari minggu maintance,yg ke 4 jgn ada virtual account trading,bikin ganggu masuk ke account real masa masukin password lg,njirr ribet bgt.ke 5 tolong bgt nh untuk isi saldo dana nya harus real kebanyakan delay.itu saran saya semoga bermanfaat dan diperbaiki.selebih nya bgus.😊",3,neutral,3,0.3469,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",kasih_bintang yahkrna kekurangan cal center via phone aplikasi stok bitke realtime trafik bursa nyayg tolong maintance jam aktif bursa minggu maintanceyg virtual_acount tradingbikin gangu masuk acount real masukin pasword lgnjir ribet bgtke tolong banget isi saldo dana real kebanyakan delayitu saran semoga_bermanfat diperbaikiselebih bgus
sangat ramah untuk pemula,5,positive,7,0.3102,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",ramah pemula
"Stockbit sebagai sarana dalam investasi mungkin sudah banyak membantu pengguna baru dalam hal investasi saya rasa.. Dimana pemberitaan, Screener saham serta penyampaian akan aksi sebuah emiten selalu muncul terdepan dalam notifikasi yang ada.. Kedepannya semoga Stockbit lebih keren lagi ya..🙏🙏🙏",5,positive,0,0.3849,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",stockbit sarana investasi membantu pengguna investasi dimana pemberitan screner saham penyampaian aksi emiten muncul terdepan notifikasi kedepanya semoga stockbit keren
"Menu Stockbit sekuritas nya tidak bisa di akses, Hadehhh Sudah ganti password masih aja tidak bisa login. Parah banget",5,positive,4,0.392,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",menu stockbit sekuritas akses hadeh ganti_pasword login parah banget
"Paraaaah bangeeet. Pasar lg buka malah maintenance, Sering lama pula klo akses porto dan trading. Harusnya TP jd CL😭, gmn ini min.",1,negative,3,0.4074,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",parah banget pasar_buka maintenance akses porto trading min
"Suka sama design nya, Tapi sering lemot, buka Aplikasi juga sering eror, lewat Web juga berat (beda sama tradingview)",2,negative,1,0.4069,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",suka design lemot buka aplikasi eror situs berat beda tradingview
"Aplikasinya parah, maintenance terus dan loading portofolionya lambat. Jadi males invest disini, Tolong segera diperbaiki!",2,negative,3,0.4415,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",aplikasinya parah maintenance loading portofolionya lambat malas invest tolong_diperbaiki
"Lelet aplikasinya ketika jam bursa,jadi momen untuk transaksi sering terlambat, ketika jam bursa selesai stabil,tolong di perbaiki IT nya",2,negative,3,0.5335,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",lelet aplikasinya jam bursajadi momen transaksi terlambat jam_bursa selesai stabiltolong perbaiki
Bagus aplikasinya untuk tampilan gak bikin ngantuk cuman untuk pendaftaran emang agak lama gak mungkin untuk faktor keamanan atao apa tapi sumpha lama bet,5,positive,0,0.5938,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus aplikasinya tampilan bikin ngantuk pendaftaran faktor keamanan atao sumpha banget
"Sangat mudah dalam penggunaannya,informasi cukup jelas. Namun sayangnya sering maintenance di jam bursa😤",3,neutral,0,0.2432,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mudah pengunanyainformasi sayangnya maintenance_jam_bursa
"Menu-menu ditampilannya mudah dipahami, banyak fitur2 yg bisa meningkatkan pengalaman di dunia saham",5,positive,0,0.2762,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",menumenu ditampilanya mudah_dipahami fitur meningkatkan pengalaman dunia_saham
"So far so good, tapi tolong ya stockbit ketika masih jam bursa tolong dijaga servernya, kalau servernya down pas lagi pegang barang untuk scalping jadi kena double rollercoaster effect 🥲",5,positive,5,0.2267,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",far_bagus tolong stockbit jam_bursa tolong dijaga servernya servernya down pas pegang barang scalping kena double rolercoaster efect
"App bagus banget rekomen dehh, tambahin dong fitur atau app jurnal tradingnya juga supaya kita bisa mengetahui history trading kita lebih baik lagi",5,positive,0,0.2574,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus banget rekomendasi deh tambahin_fitur jurnal tradingnya history trading
Mantapp sekaliii wd dan depo sangat cepat. Hanya klo untuk scalper masi kurang mendukung,5,positive,5,0.4265,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",mantap withdrawal depo_cepat scalper mendukung
"Apk yg lengkap, walaupun saya baru 8 bulan aktif saham, dengan stockbit saya cepat belajar dan mudah memahaminya. Dalam apk ada pembelajaran dan penjelasan mengenai saham dan emiten.",5,positive,0,0.466,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi lengkap aktif saham stockbit cepat belajar mudah memahaminya aplikasi pembelajaran penjelasan saham emiten
"Sering ngelag,bikin gagal cuan,pagi pagi di bikin emosi. Bintang masih bisa turun klo gak ada perbaikan.",3,neutral,3,0.6203,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",ngelagbikin gagal cuanpagi pagi bikin_emosi bintang turun perbaikan
"Aplikasinya sangat bagus & sangat mudah dimengerti bagi orang awam. Saran saya kpd tim ""DEVELOPER APLIKASI INI"" tolong terus dipertahankan, jngn sampai aplikasi sebagus ini bangkrut kyk aplikasi sosmed ""PATH""",5,positive,2,0.1989,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",aplikasinya bagus_mudah_dimengerti orang_awam saran tim developer aplikasi tolong dipertahankan jngn aplikasi sebagus bangkrut aplikasi sosmed path
"Kurang nya setiap abis pembelian yg realisasinya ga mesti update jam 10 malam, semoga bisa lebih cepat di updatenya",5,positive,3,0.3998,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",habis pembelian realisasinya mesti update jam malam semoga cepat updatenya
"kenapa ngbug, keluar sendiri, pas mau d buka, biasa nya ngga, tolong d perbaiki min apk nya.",3,neutral,3,0.4787,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",ngbug pas buka nga tolong_perbaiki min aplikasi
"Ga bisa beli reksadana di app ini ya? Soalnya banyak bngt pilihannya, saya coba mau beli reksadana malah di lempar di app bibit.",3,neutral,3,0.3004,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",beli reksadana banget pilihanya coba beli reksadana lempar bibit
"Jelek aplikasinya , tiap hari jam buka market gangguan terus di server nya, yg tadinya udah untung eh malah boncos, karna gabisa jual gara-gara eror!",1,negative,3,0.5065,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",jelek aplikasinya jam buka_market ganguan_server untung boncos tidak bisa jual garagara eror
"Error terus, tiap jam buka saham sistem error lah, gak jalan lah, maintenance lah, tiap minggu selalu begini",1,negative,3,0.2567,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",eror jam_buka saham sistem eror jalan maintenance minggu
"Servernya masih kurang cepat, koneksi internet stabil tapi sulit dibuka, hanya cocok untuk sosmednya investor. Kurang cocok untuk trader",4,positive,0,0.3197,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",servernya cepat koneksi_internet stabil sulit dibuka cocok sosmednya investor cocok_trader
"Tetap semangat stockbit dalam memperbaiki server agar kedepannya lebih baik, saya ada sedikit saran jika ingin maintenance server lebih baik dilakukan diluar jam bursa.",5,positive,3,0.3522,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",semangat stockbit memperbaiki server kedepanya saran maintenance server diluar_jam_bursa
"Agak kecewa sama aplikasi ini, sering bgt maintenance, dan saat jam trading sering hang. Jika masih sering hang, terpaksa saya pindah aplikasi lain",1,negative,8,0.371,"ganguan, lemot, bintang, top, cocok_pemula, lancar, tidak bisa, cari, ngelag, pelayanan",kecewa aplikasi banget maintenance_jam trading hang hang terpaksa pindah aplikasi
Stockbit secara umum bagus dan mudah dipahami order book kalo bisa diperbaiki supaya lebih akurat update nya tapi secara umum sudah bagus aplikasi Stockbit ini,5,positive,0,0.3983,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",stockbit bagus mudah_dipahami order bok diperbaiki akurat update bagus aplikasi stockbit
"Hari ini main tenis terparah sepanjang gua pake ni aplikasi, semoga bisa lebih baik kedepannya, kira kira dengan performa seperti ini kalo sekuritas stockbit e-ipo apakah pada tertarik???",1,negative,3,0.3307,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",main_tenis terparah pakai aplikasi semoga_kedepanya performa sekuritas stockbit eipo tertarik
"Sangat membantu sekali untuk analisa. Tetapi lebih baik lagi untuk chartnya ada yg menitan sama jam. Soalnya walaupun yg pro,minimal candle cuma harian. Semoga kedepannya bisa di perbaiki.",5,positive,3,0.2433,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",membantu_analisa chartnya menitan jam prominimal candle harian semoga_kedepanya perbaiki
"Jam transaksi loh errornya, gak main main lohh, Sumpah jelek banget aplikasi ini errornya parah banget, ini urusan sama uang loh padahal ceroboh banget developernya bearani nge launching aplikasi kayak gini, udah profit gak bisa di sell sampai mines banyak gilaaaa banget",1,negative,3,0.3451,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",jam transaksi loh erornya main main loh sumpah jelek banget aplikasi erornya parah banget urusan uang loh ceroboh banget developernya bearani nge launching aplikasi profit sel mines gila banget
Buat lihat Grafik dan Technical bagus ini. Ini Maintenance nggak bisa ta kalau nggak saat jam BEI dilangsungkan ???,4,positive,3,0.5515,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",lihat grafik technical bagus maintenance_jam bei dilangsungkan
"Tinggal nunggu fitur fast trade biar bisa bersaing sma app sebelah, secara UI udh ok.",5,positive,2,0.3211,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",tinggal nunggu fitur fast_trade biar bersaing sebelah user interface udah oke
"Apk sudah bagus cuma yang saya tidak suka untuk pencairannya ketika kita sudah menjual saham kita, kemudian kita harus menunggu lagi sekitar 3 hari untuk bisa di cairkan ke rek kita , itu menurut saya sangat menyebalkan.",1,negative,7,0.2201,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",aplikasi bagus suka pencairanya menjual_saham menunggu cairkan rek menyebalkan
Lemot.. gara-gara apk lemot jadi hilang momentum. Tadinya mau cuan jadi loss Tolong perbaiki biar ga lemot.!,1,negative,3,0.5033,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",lemot garagara aplikasi lemot hilang momentum cuan los tolong_perbaiki biar lemot
